image_id,split,candidate_tiles,saved_tiles,saved_positive_tiles,saved_negative_tiles,source_boxes,elapsed_seconds,status
12046,train,25,25,25,0,61,0.03370625000388827,success
12047,test,25,25,6,19,4,0.033401417000277434,success
12048,train,25,7,5,2,2,0.0237004159935168,success
12049,train,25,12,10,2,5,0.02661254100530641,success
1205,val,25,25,2,23,2,0.03001537499949336,success
12050,test,25,25,19,6,41,0.032899792000534944,success
12051,train,25,25,23,2,55,0.03372325000236742,success
12052,train,25,24,22,2,50,0.03432183300174074,success
12053,train,25,8,6,2,4,0.025151625006401446,success
12054,train,25,23,21,2,54,0.03210029200272402,success
12055,train,25,25,23,2,55,0.0340262919999077,success
12056,train,25,21,19,2,30,0.0318946249972214,success
12057,train,25,15,13,2,9,0.02775070800271351,success
12058,train,25,21,19,2,33,0.031069791999470908,success
12059,train,25,4,2,2,1,0.02169141599733848,success
1206,train,25,9,7,2,5,0.023211290994368028,success
12060,train,25,7,5,2,3,0.02350579199992353,success
12061,train,25,20,18,2,31,0.030693041000631638,success
12062,train,25,20,18,2,39,0.0317118750026566,success
12063,train,25,5,3,2,3,0.02345962500112364,success
12064,train,25,9,7,2,5,0.024832625000271946,success
12065,train,25,25,23,2,98,0.034927874999993946,success
12066,test,25,25,18,7,27,0.033597542002098635,success
12067,test,25,25,11,14,6,0.0333213749981951,success
12068,val,25,25,23,2,67,0.03353149999747984,success
12069,val,25,25,6,19,6,0.0325040829993668,success
1207,train,25,3,1,2,1,0.02120683300017845,success
12070,train,25,17,15,2,16,0.029615500003274065,success
12071,train,25,7,5,2,3,0.02298249999876134,success
12072,train,25,25,24,1,57,0.03226508299849229,success
12073,train,25,22,20,2,34,0.031378291998407803,success
12074,train,25,10,8,2,6,0.028508375005912967,success
12075,val,25,25,11,14,5,0.03351887500321027,success
12077,train,25,6,4,2,4,0.023075791999872308,success
12078,train,25,4,2,2,2,0.022430917000747286,success
12079,val,25,25,22,3,64,0.03743995800323319,success
1208,train,25,12,10,2,11,0.029308167002454866,success
12080,train,25,6,4,2,3,0.023888041003374383,success
12081,val,25,25,4,21,4,0.034484875002817716,success
12082,train,25,22,20,2,24,0.03311024999857182,success
12083,train,25,22,20,2,33,0.0334039590015891,success
12084,train,25,20,18,2,25,0.031212583002343308,success
12085,val,25,25,6,19,5,0.03210958300041966,success
12086,train,25,3,1,2,1,0.02219791700190399,success
12087,train,25,5,3,2,3,0.02354679099516943,success
12088,train,25,9,7,2,6,0.026042042001790833,success
12089,test,25,25,19,6,25,0.03534741600014968,success
1209,train,25,8,6,2,10,0.0249509589993977,success
12090,val,25,25,23,2,53,0.03352374999667518,success
12091,train,25,24,22,2,34,0.03572087499924237,success
12092,train,25,22,20,2,20,0.033237999996345025,success
12093,train,25,4,2,2,1,0.023706125000899192,success
12094,train,25,13,11,2,6,0.04550895799911814,success
12095,train,25,12,10,2,9,0.02945487499528099,success
12096,train,25,9,7,2,5,0.026209791001747362,success
12097,train,25,6,4,2,3,0.02375137500348501,success
12098,train,25,7,5,2,3,0.024847874999977648,success
12099,test,25,25,21,4,43,0.03411091700399993,success
121,train,25,2,0,2,0,0.02290054199693259,success
1210,train,25,17,15,2,34,0.029638874999363907,success
12100,train,25,9,7,2,4,0.025642958004027605,success
12101,train,25,7,5,2,4,0.025067458998819347,success
12102,train,25,21,19,2,50,0.03201779099617852,success
12103,train,25,23,21,2,48,0.03349566600081744,success
12104,train,25,18,16,2,62,0.029827749996911734,success
12105,train,25,24,22,2,56,0.03261729200312402,success
12106,train,25,22,20,2,41,0.032633833994623274,success
12107,val,25,25,9,16,5,0.03401783300068928,success
12108,train,25,25,25,0,50,0.03330358299717773,success
12109,train,25,16,14,2,9,0.02958733300329186,success
1211,test,25,25,4,21,2,0.033779958001105115,success
12110,test,25,25,8,17,5,0.0354595419994439,success
12111,train,25,22,20,2,48,0.03260074999707285,success
12112,train,25,23,21,2,45,0.0328717919983319,success
12113,val,25,25,4,21,3,0.03274433300248347,success
12114,train,25,20,18,2,36,0.031442583000171,success
12115,train,25,21,19,2,27,0.03228624999610474,success
12116,train,25,7,5,2,4,0.0234281250013737,success
12117,train,25,5,3,2,2,0.02222533299936913,success
12118,train,25,23,21,2,32,0.03361662499810336,success
12119,test,25,25,2,23,2,0.032339709003281314,success
1212,train,25,18,16,2,15,0.027373791999707464,success
12120,val,25,25,22,3,60,0.033197875003679655,success
12121,val,25,25,23,2,58,0.035249375003331807,success
12122,train,25,6,4,2,3,0.02407025000138674,success
12123,train,25,5,3,2,3,0.024250250004115514,success
12124,train,25,5,3,2,2,0.022094917003414594,success
12125,train,25,23,21,2,44,0.03346062499622349,success
12126,train,25,7,5,2,4,0.023762083001201972,success
12127,train,25,7,5,2,4,0.024084666998533066,success
12128,train,25,14,12,2,10,0.027789915999164805,success
12129,train,25,7,5,2,4,0.024296875002619345,success
1213,test,25,25,21,4,131,0.03603887500503333,success
12130,train,25,10,8,2,4,0.026019291995908134,success
12131,train,25,4,2,2,2,0.022211040995898657,success
12132,train,25,22,20,2,40,0.033335582993458956,success
12133,train,25,5,3,2,4,0.02232058299705386,success
12134,train,25,6,4,2,4,0.023103833002096508,success
12135,train,25,21,19,2,48,0.031760291996761225,success
12136,train,25,24,22,2,47,0.03406566700141411,success
12137,train,25,24,22,2,51,0.03263637499912875,success
12138,train,25,22,20,2,43,0.03287441599968588,success
12139,train,25,6,4,2,3,0.023010750002868008,success
1214,train,25,4,2,2,1,0.023903167006210424,success
12140,train,25,24,22,2,54,0.03343491600389825,success
12141,train,25,25,23,2,38,0.032948874999419786,success
12142,train,25,12,10,2,8,0.025764917001652066,success
12143,train,25,6,4,2,3,0.0233280000029481,success
12144,train,25,21,19,2,27,0.0309988329972839,success
12145,train,25,24,22,2,56,0.03249800000048708,success
12146,train,25,13,11,2,6,0.026545667002210394,success
12147,test,25,25,21,4,63,0.034011374998954125,success
12148,train,25,11,9,2,5,0.025624417001381516,success
12149,train,25,15,13,2,11,0.02738229199894704,success
1215,train,25,11,9,2,15,0.02484066699980758,success
12150,train,25,19,17,2,22,0.031731415998365264,success
12151,val,25,25,23,2,59,0.032979750001686625,success
12152,train,25,23,21,2,58,0.03209749999950873,success
12153,train,25,8,6,2,3,0.024011708999751136,success
12154,train,25,9,7,2,7,0.025962082996557,success
12155,train,25,24,22,2,36,0.03351195899449522,success
12156,train,25,23,21,2,35,0.03449462500429945,success
12157,train,25,25,23,2,64,0.035031291998166125,success
12158,train,25,6,4,2,3,0.023401250000461005,success
12159,train,25,25,23,2,42,0.03490462499757996,success
1216,train,25,25,23,2,86,0.032984417004627176,success
12160,test,25,25,21,4,37,0.03229170799750136,success
12161,test,25,25,19,6,20,0.034157165995566174,success
12162,test,25,25,10,15,6,0.033700457999657374,success
12163,train,25,11,9,2,8,0.02755224999418715,success
12164,train,25,25,23,2,40,0.03297762500005774,success
12165,train,25,22,20,2,41,0.03173491699999431,success
12166,train,25,19,17,2,34,0.030059124997933395,success
12167,train,25,24,22,2,42,0.032685541998944245,success
12168,train,25,18,16,2,24,0.030372957997315098,success
12169,train,25,12,10,2,8,0.02854454099724535,success
1217,train,25,9,7,2,3,0.02577883300546091,success
12170,val,25,25,19,6,45,0.03370554200228071,success
12171,train,25,21,19,2,49,0.035122666995448526,success
12172,train,25,3,1,2,1,0.02233433400397189,success
12173,train,25,7,5,2,3,0.02371737499925075,success
12174,train,25,21,19,2,31,0.032312249997630715,success
12175,train,25,4,2,2,2,0.022386208998796064,success
12176,val,25,25,8,17,8,0.034626666994881816,success
12177,train,25,3,1,2,1,0.021580833003099542,success
12178,train,25,11,9,2,8,0.026035041999421082,success
12179,train,25,24,22,2,91,0.03409349999856204,success
1218,val,25,25,15,10,22,0.035764749998634215,success
12180,val,25,25,21,4,43,0.03317024999705609,success
12181,train,25,23,21,2,37,0.03252891600277508,success
12182,train,25,22,20,2,31,0.031011207996925805,success
12183,train,25,6,4,2,3,0.023633292003069073,success
12184,train,25,8,6,2,7,0.023849249999329913,success
12185,train,25,17,15,2,21,0.029946999995445367,success
12186,train,25,21,19,2,39,0.03141058299661381,success
12187,train,25,22,20,2,53,0.03329612499510404,success
12188,train,25,20,18,2,55,0.03127383399987593,success
12189,train,25,19,17,2,22,0.03144066600361839,success
1219,train,25,19,17,2,37,0.02774212499934947,success
12190,train,25,24,22,2,74,0.03450624999823049,success
12191,train,25,21,19,2,32,0.05564704199787229,success
12192,train,25,6,4,2,2,0.024917000002460554,success
12193,val,25,25,24,1,62,0.0337470000013127,success
12194,train,25,15,13,2,10,0.029240167001262307,success
12195,train,25,20,18,2,42,0.032138208996912,success
12196,train,25,24,22,2,42,0.03261283299798379,success
12197,train,25,3,1,2,1,0.021461249998537824,success
12198,test,25,25,6,19,5,0.034095249997335486,success
12199,val,25,25,5,20,3,0.03342504099418875,success
122,train,25,2,0,2,0,0.03256699999474222,success
1220,test,25,25,1,24,1,0.0355866249956307,success
12200,val,25,25,11,14,9,0.04005375000269851,success
12201,train,25,7,5,2,4,0.027248624995991122,success
12202,val,25,25,20,5,45,0.03744304200517945,success
12203,train,25,11,9,2,8,0.026828791997104418,success
12204,train,25,7,5,2,3,0.025419124998734333,success
12205,val,25,25,19,6,20,0.0366556250010035,success
12206,train,25,25,23,2,33,0.04053758399822982,success
12207,test,25,25,21,4,42,0.03407508300006157,success
12208,train,25,24,22,2,51,0.03362266700423788,success
12209,train,25,8,6,2,4,0.024317125004017726,success
1221,train,25,9,7,2,13,0.01980708400515141,success
12210,train,25,19,17,2,17,0.029830832994775847,success
12211,train,25,5,3,2,2,0.023001208006462548,success
12212,train,25,24,22,2,65,0.0333138339992729,success
12213,train,25,25,23,2,55,0.034175833003246225,success
12214,train,25,17,15,2,47,0.030429708000156097,success
12215,train,25,22,20,2,52,0.03295458399952622,success
12216,train,25,16,14,2,14,0.028784375004761387,success
12217,train,25,5,3,2,2,0.02325566700164927,success
12218,test,25,25,23,2,65,0.05165112500253599,success
12219,train,25,5,3,2,2,0.023263249997398816,success
1222,test,25,25,17,8,10,0.03488700000161771,success
12220,train,25,10,8,2,6,0.026697375004005153,success
12221,test,25,25,21,4,22,0.03300524999940535,success
12222,train,25,17,15,2,13,0.02927562500553904,success
12223,train,25,8,6,2,2,0.024041000004217494,success
12224,train,25,6,4,2,3,0.0226230830012355,success
12225,train,25,13,11,2,8,0.026521207997575402,success
12226,train,25,22,20,2,61,0.0330690409973613,success
12227,train,25,22,20,2,39,0.03285258299729321,success
12228,test,25,25,21,4,42,0.032980374999169726,success
12229,train,25,21,19,2,24,0.033255916998314206,success
1223,train,25,5,3,2,2,0.022548332999576814,success
12230,test,25,25,21,4,45,0.03679816699877847,success
12231,train,25,14,12,2,11,0.03002741700038314,success
12232,val,25,25,23,2,27,0.03342533399700187,success
12233,train,25,7,5,2,4,0.02486466600385029,success
12234,test,25,25,3,22,2,0.03304999999818392,success
12235,train,25,25,23,2,51,0.03460295800323365,success
12236,train,25,5,3,2,2,0.023540959002275486,success
12237,train,25,24,22,2,49,0.0368934169964632,success
12238,train,25,23,21,2,33,0.03357633399718907,success
12239,train,25,25,24,1,41,0.04797312500159023,success
1224,train,25,7,5,2,3,0.02112200000556186,success
12240,train,25,11,9,2,6,0.025904041998728644,success
12241,train,25,12,10,2,9,0.02750749999540858,success
12242,train,25,3,1,2,1,0.02176845799840521,success
12243,test,25,25,20,5,35,0.03360212500410853,success
12244,train,25,11,9,2,5,0.026910667002084665,success
12245,train,25,22,20,2,47,0.03169691700168187,success
12246,test,25,25,10,15,4,0.033924834002391435,success
12247,test,25,25,6,19,3,0.0332101669991971,success
12248,train,25,22,20,2,34,0.033533459005411714,success
12249,val,25,25,20,5,25,0.034157334004703443,success
1225,train,25,4,2,2,1,0.021625583998684306,success
12250,train,25,24,22,2,45,0.03238945799967041,success
12251,train,25,10,8,2,4,0.027123166997625958,success
12252,train,25,19,17,2,27,0.031164374995569233,success
12253,train,25,23,21,2,29,0.03160975000355393,success
12254,train,25,24,22,2,48,0.03385933399840724,success
12255,train,25,24,22,2,45,0.03369658299925504,success
12256,train,25,23,21,2,28,0.032103042001836,success
12257,train,25,24,22,2,51,0.03479495899955509,success
12258,train,25,23,21,2,58,0.03310149999742862,success
12259,test,25,25,8,17,5,0.03628150000440655,success
1226,train,25,3,1,2,1,0.015578792001178954,success
12260,train,25,24,22,2,56,0.03213924999727169,success
12261,train,25,22,20,2,34,0.03120008300174959,success
12262,val,25,25,24,1,60,0.033979208004893735,success
12263,train,25,12,10,2,7,0.02709175000200048,success
12264,val,25,25,12,13,6,0.032864665998204146,success
12265,test,25,25,22,3,51,0.03283108399773482,success
12266,train,25,23,21,2,58,0.033659166998404544,success
12267,train,25,23,21,2,46,0.03265854199707974,success
12268,test,25,25,10,15,9,0.032460707996506244,success
12269,train,25,8,6,2,3,0.024090708000585437,success
1227,train,25,4,2,2,1,0.022147916999529116,success
12270,test,25,25,22,3,66,0.03320920800615568,success
12271,train,25,16,14,2,10,0.02800141700572567,success
12272,train,25,19,17,2,27,0.02987104199564783,success
12273,train,25,25,23,2,29,0.035947666998254135,success
12274,train,25,20,18,2,37,0.0327172499964945,success
12275,train,25,8,6,2,2,0.025069374998565763,success
12276,train,25,4,2,2,1,0.02223341599892592,success
12277,train,25,3,1,2,1,0.02149233400268713,success
12278,train,25,19,17,2,19,0.030432542000198737,success
12279,test,25,25,23,2,63,0.03312208400166128,success
1228,test,25,25,6,19,4,0.030967582999437582,success
12280,test,25,25,11,14,12,0.03407133300061105,success
12281,train,25,7,5,2,3,0.02373454200278502,success
12282,train,25,5,3,2,2,0.023253874998772517,success
12283,train,25,5,3,2,2,0.02262783399783075,success
12284,train,25,7,5,2,3,0.02435670900013065,success
12285,train,25,25,23,2,91,0.03432670799520565,success
12286,train,25,22,20,2,44,0.03179133300000103,success
12287,val,25,25,1,24,1,0.03279216699593235,success
12288,train,25,24,22,2,33,0.034077458003594074,success
12289,val,25,25,6,19,5,0.054642832998069935,success
1229,train,25,12,10,2,9,0.027397500001825392,success
12290,train,25,24,22,2,63,0.0339531249992433,success
12291,train,25,21,19,2,31,0.034164042001066264,success
12292,val,25,25,4,21,3,0.03576529100246262,success
12293,train,25,24,22,2,46,0.03520395800296683,success
12294,train,25,10,8,2,5,0.02685337499860907,success
12295,train,25,17,15,2,18,0.03140179100591922,success
12296,train,25,11,9,2,8,0.027892375001101755,success
12297,val,25,25,7,18,4,0.0357802910002647,success
12298,train,25,21,19,2,42,0.03389249999599997,success
12299,train,25,10,8,2,6,0.02707041599933291,success
123,train,25,2,0,2,0,0.018941208996693604,success
1230,train,25,22,20,2,95,0.02971320799406385,success
12300,val,25,25,6,19,5,0.0355016670000623,success
12301,train,25,8,6,2,2,0.02681891699467087,success
12302,train,25,21,19,2,36,0.033350291996612214,success
12303,test,25,25,21,4,53,0.03609504199994262,success
12304,train,25,7,5,2,3,0.024784749999525957,success
12305,train,25,6,4,2,3,0.02408862500305986,success
12306,train,25,6,4,2,3,0.024681250004505273,success
12307,train,25,23,21,2,39,0.03502666699932888,success
12308,train,25,8,6,2,3,0.026148500000999775,success
12309,train,25,9,7,2,4,0.026153625003644265,success
1231,train,25,25,23,2,174,0.03643983299843967,success
12310,train,25,4,2,2,1,0.023514041997259483,success
12311,test,25,25,11,14,5,0.035781124999630265,success
12312,train,25,8,6,2,6,0.026079833995027002,success
12313,train,25,23,21,2,32,0.035421582993876655,success
12314,test,25,25,21,4,44,0.034251499993843026,success
12315,train,25,24,22,2,44,0.0344876250019297,success
12316,train,25,6,4,2,3,0.024016084003960714,success
12317,train,25,25,23,2,59,0.03516187499917578,success
12319,test,25,25,24,1,48,0.036760625000169966,success
1232,train,25,4,2,2,2,0.02487745800317498,success
12320,train,25,16,14,2,21,0.029397541999060195,success
12321,train,25,14,12,2,8,0.0277477919953526,success
12322,val,25,25,22,3,49,0.0340490420057904,success
12323,val,25,25,1,24,1,0.03255791700212285,success
12324,test,25,25,19,6,27,0.03345837500091875,success
12325,train,25,14,12,2,11,0.027718625002307817,success
12326,train,25,23,21,2,34,0.03248224999697413,success
12327,train,25,25,23,2,56,0.033932292004465126,success
12328,val,25,25,16,9,18,0.033676917002594564,success
12329,train,25,9,7,2,4,0.02428262500325218,success
1233,val,25,25,14,11,27,0.03182991699577542,success
12330,train,25,5,3,2,2,0.0289818750025006,success
12331,train,25,25,23,2,39,0.034357999997155275,success
12332,train,25,25,24,1,32,0.03289720799511997,success
12333,val,25,25,7,18,5,0.034085749997757375,success
